,ABN,Name,Main activity,Full time staff,Part time staff,Volunteers,Year,Casual staff,Total revenue,Total gross income,Employee expenses,All other expenses,Total expenses,Net surplus deficit,type,cat1_1,formed_combined2
276,20060495995,Australian Catholic Social Justice Council,Religious activities,3,0,0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Citizen group,identity groups,1988.0
277,20084007321,Arts Access Australia,Civic and advocacy activities,0,3,10,2013,,,,,,,,Citizen group,arts and cultural,1992.0
278,20084007321,Arts Access Australia,Civic and advocacy activities,0,5,6,2014,0.0,0.0,324894.0,176830.0,90819.0,299584.0,25310.0,Citizen group,arts and cultural,1992.0
279,20084007321,Arts Access Australia,Civic and advocacy activities,0,2,10,2015,0.0,0.0,178273.0,121563.0,58578.0,180141.0,-1868.0,Citizen group,arts and cultural,1992.0
280,20084007321,Arts Access Australia,Culture and arts,0,3,10,2016,0.0,278152.0,279347.0,91332.0,67573.0,158905.0,120442.0,Citizen group,arts and cultural,1992.0
281,20084007321,Arts Access Australia,Culture and arts,0,2,7,2017,0.0,383012.0,383012.0,100365.0,271270.0,384362.0,-1350.0,Citizen group,arts and cultural,1992.0
282,20084007321,Arts Access Australia,Civic and advocacy activities,1,1,15,2018,0.0,284383.0,284383.0,109347.0,133698.0,243045.0,41338.0,Citizen group,arts and cultural,1992.0
283,20084007321,Arts Access Australia,Civic and advocacy activities,0,3,12,2019,0.0,332424.0,332424.0,187198.0,199879.0,387077.0,-54653.0,Citizen group,arts and cultural,1992.0
284,20314755287,Australian Sheep Breeders Association Incorporated,,1,20,50,2013,,,,,,,,Business association,business organization,1878.0
285,20314755287,Australian Sheep Breeders Association Incorporated,"Economic, social and community development",1,4,200,2014,20.0,679644.0,679644.0,144600.0,493375.0,637975.0,41669.0,Business association,business organization,1878.0
286,20314755287,Australian Sheep Breeders Association Incorporated,Other recreation,0,0,35,2015,19.0,626709.0,626709.0,81408.0,749810.0,831218.0,-204509.0,Business association,business organization,1878.0
287,20314755287,Australian Sheep Breeders Association Incorporated,Other recreation,1,0,45,2016,20.0,832774.0,832774.0,104839.0,673029.0,789451.0,43323.0,Business association,business organization,1878.0
288,20314755287,Australian Sheep Breeders Association Incorporated,Other recreation and social club activity,1,1,200,2017,20.0,863222.0,863222.0,159080.0,605911.0,779191.0,84031.0,Business association,business organization,1878.0
289,20314755287,Australian Sheep Breeders Association Incorporated,Other recreation,1,1,45,2018,20.0,863222.0,863222.0,150771.0,628329.0,779191.0,84031.0,Business association,business organization,1878.0
290,20314755287,Australian Sheep Breeders Association Incorporated,"Economic, social and community development",1,2,45,2019,20.0,866193.0,866193.0,161421.0,616881.0,789302.0,76891.0,Business association,business organization,1878.0
301,20689618725,Sustainable Living Foundation Inc,Environmental activities,1,6,300,2013,,,,,,,,Service Group,public interest,2000.0
302,20689618725,Sustainable Living Foundation Inc,Environmental activities,1,2,301,2014,4.0,253978.0,253978.0,143212.0,101610.0,244823.0,9155.0,Service Group,public interest,2000.0
303,20689618725,Sustainable Living Foundation Inc,Environmental activities,1,1,200,2015,4.0,253978.0,253978.0,143212.0,101611.0,244823.0,9155.0,Service Group,public interest,2000.0
304,20689618725,Sustainable Living Foundation Inc,Culture and arts,1,1,200,2016,5.0,318113.0,318113.0,128075.0,208186.0,336261.0,-18148.0,Service Group,public interest,2000.0
305,20689618725,Sustainable Living Foundation Inc,Environmental activities,1,1,300,2017,6.0,357431.0,357431.0,161068.0,200040.0,361108.0,-3677.0,Service Group,public interest,2000.0
306,20689618725,Sustainable Living Foundation Inc,Environmental activities,1,1,300,2018,5.0,437070.0,437070.0,177069.0,234262.0,411331.0,25739.0,Service Group,public interest,2000.0
307,20689618725,Sustainable Living Foundation Inc,Environmental activities,1,1,300,2019,6.0,433907.0,433907.0,177381.0,247109.0,424490.0,9417.0,Service Group,public interest,2000.0
314,21080044800,Australian Women Lawyers,Law and legal services,0,0,9,2013,,,,,,,,Professional group,occupational association,1997.0
315,21080044800,Australian Women Lawyers,Law and legal services,0,0,6,2014,0.0,0.0,53602.0,0.0,67145.0,67145.0,-13543.0,Professional group,occupational association,1997.0
316,21080044800,Australian Women Lawyers,Law and legal services,0,0,9,2015,0.0,0.0,59564.0,0.0,17692.0,17692.0,41872.0,Professional group,occupational association,1997.0
317,21080044800,Australian Women Lawyers,Advocacy and civic activities,0,0,9,2016,0.0,0.0,16717.0,0.0,32175.0,32871.0,-16154.0,Professional group,occupational association,1997.0
318,21080044800,Australian Women Lawyers,Advocacy and civic activities,0,0,9,2017,0.0,151333.0,151333.0,0.0,107635.0,107635.0,43698.0,Professional group,occupational association,1997.0
319,21080044800,Australian Women Lawyers,Civic and advocacy activities,0,0,9,2018,0.0,50301.0,50301.0,0.0,51463.0,51463.0,-1162.0,Professional group,occupational association,1997.0
320,21080044800,Australian Women Lawyers,Civic and advocacy activities,0,0,11,2019,0.0,37198.0,37198.0,0.0,24418.0,24418.0,12780.0,Professional group,occupational association,1997.0
321,21131686425,Pregnancy Help Australia Ltd.,Other activity,0,2,2,2013,,,,,,,,Service Group,disabled and health advocacy,1979.0
322,21131686425,Pregnancy Help Australia Ltd.,Other activity,0,1,6,2014,0.0,0.0,43012.0,10777.0,25404.0,36181.0,6831.0,Service Group,disabled and health advocacy,1979.0
323,21131686425,Pregnancy Help Australia Ltd.,Social services,0,1,8,2015,1.0,0.0,56888.0,6880.0,40303.0,47183.0,9705.0,Service Group,disabled and health advocacy,1979.0
324,21131686425,Pregnancy Help Australia Ltd.,Social services,0,0,8,2016,1.0,0.0,18834.0,887.0,21873.0,22760.0,-3926.0,Service Group,disabled and health advocacy,1979.0
325,21131686425,Pregnancy Help Australia Ltd.,Social services,0,0,8,2017,1.0,35356.0,35356.0,675.0,21846.0,22521.0,12835.0,Service Group,disabled and health advocacy,1979.0
326,21131686425,Pregnancy Help Australia Ltd.,Social services,0,0,8,2018,1.0,15195.0,15195.0,591.0,20111.0,20702.0,-5507.0,Service Group,disabled and health advocacy,1979.0
327,21131686425,Pregnancy Help Australia Ltd.,Mental health and crisis intervention,0,0,11,2019,1.0,57906.0,57906.0,591.0,33844.0,34435.0,23471.0,Service Group,disabled and health advocacy,1979.0
328,21830960225,Families Australia Incorporated,Civic and advocacy activities,2,4,0,2013,,,,,,,,Citizen group,social welfare and poor,2001.0
329,21830960225,Families Australia Incorporated,Civic and advocacy activities,3,3,0,2014,1.0,1197032.0,1197032.0,497202.0,634498.0,1131700.0,65332.0,Citizen group,social welfare and poor,2001.0
330,21830960225,Families Australia Incorporated,Civic and advocacy activities,2,3,0,2015,2.0,1266577.0,1266577.0,513287.0,609055.0,1122342.0,144235.0,Citizen group,social welfare and poor,2001.0
331,21830960225,Families Australia Incorporated,Advocacy and civic activities,2,3,0,2016,2.0,1138838.0,1138838.0,549233.0,590025.0,1139258.0,-420.0,Citizen group,social welfare and poor,2001.0
332,21830960225,Families Australia Incorporated,Advocacy and civic activities,2,2,0,2017,2.0,1008046.0,1008046.0,543896.0,438245.0,982141.0,25905.0,Citizen group,social welfare and poor,2001.0
333,21830960225,Families Australia Incorporated,Civic and advocacy activities,2,3,0,2018,0.0,749241.0,749241.0,512329.0,199706.0,712035.0,37206.0,Citizen group,social welfare and poor,2001.0
334,21830960225,Families Australia Incorporated,Civic and advocacy activities,2,5,0,2019,1.0,995684.0,995684.0,590153.0,368027.0,958180.0,37504.0,Citizen group,social welfare and poor,2001.0
335,22007498482,Australian Conservation Foundation Incorporated,Environmental activities,70,9,80,2013,,,,,,,,Citizen group,public interest,1966.0
336,22007498482,Australian Conservation Foundation Incorporated,Environmental activities,39,30,76,2014,1.0,11273159.0,12420169.0,6489143.0,6369102.0,12858245.0,-438076.0,Citizen group,public interest,1966.0
337,22007498482,Australian Conservation Foundation Incorporated,Environmental activities,48,29,181,2015,0.0,13497479.0,14672315.0,6281752.0,6561425.0,12843177.0,1829138.0,Citizen group,public interest,1966.0
338,22007498482,Australian Conservation Foundation Incorporated,Environmental activities,52,18,217,2016,0.0,12046610.0,13139446.0,6366852.0,6129078.0,12507503.0,631943.0,Citizen group,public interest,1966.0
339,22007498482,Australian Conservation Foundation Incorporated,Environmental activities,50,15,205,2017,0.0,13327281.0,13338855.0,6025902.0,6329338.0,12355240.0,983615.0,Citizen group,public interest,1966.0
340,22007498482,Australian Conservation Foundation Incorporated,Environmental activities,56,14,233,2018,1.0,13907834.0,14036588.0,6838890.0,6304332.0,13143222.0,893366.0,Citizen group,public interest,1966.0
341,22007498482,Australian Conservation Foundation Incorporated,Environmental activities,55,17,390,2019,1.0,15558133.0,15895009.0,7494341.0,7087721.0,14582062.0,1312947.0,Citizen group,public interest,1966.0
343,22568475852,Australian Academy Of The Humanities,Higher education,2,5,100,2013,,,,,,,,Professional group,occupational association,1969.0
344,22568475852,Australian Academy Of The Humanities,Other education,3,4,301,2014,2.0,1456518.0,1631195.0,632437.0,818860.0,1530537.0,100658.0,Professional group,occupational association,1969.0
345,22568475852,Australian Academy Of The Humanities,Research,5,4,150,2015,1.0,1742286.0,1757994.0,705223.0,939466.0,1701689.0,56305.0,Professional group,occupational association,1969.0
346,22568475852,Australian Academy Of The Humanities,Research,5,3,150,2016,1.0,1818601.0,1818601.0,746901.0,1021396.0,1821161.0,-2560.0,Professional group,occupational association,1969.0
347,22568475852,Australian Academy Of The Humanities,Research,5,2,150,2017,1.0,1335787.0,1369240.0,714533.0,500945.0,1283478.0,85762.0,Professional group,occupational association,1969.0
348,22568475852,Australian Academy Of The Humanities,Higher education,6,2,153,2018,1.0,1456376.0,1456376.0,773614.0,629394.0,1454377.0,1999.0,Professional group,occupational association,1969.0
349,22568475852,Australian Academy Of The Humanities,Higher education,7,3,194,2019,0.0,1769604.0,1769604.0,772038.0,925516.0,1758949.0,10655.0,Professional group,occupational association,1969.0
351,22926759458,The Mirabel Foundation Inc,Other health service delivery,15,5,40,2013,,,,,,,,Service Group,social welfare and poor,1998.0
352,22926759458,The Mirabel Foundation Inc,Other health service delivery,15,6,30,2014,5.0,1502216.0,2109070.0,1357372.0,63659.0,2145377.0,-36307.0,Service Group,social welfare and poor,1998.0
353,22926759458,The Mirabel Foundation Inc,Other health service delivery,15,6,40,2015,6.0,1674636.0,2367618.0,1437324.0,53489.0,2267597.0,100021.0,Service Group,social welfare and poor,1998.0
354,22926759458,The Mirabel Foundation Inc,Other health service delivery,15,6,40,2016,6.0,2335714.0,3032200.0,1517393.0,62289.0,2400997.0,631203.0,Service Group,social welfare and poor,1998.0
355,22926759458,The Mirabel Foundation Inc,Other health service delivery,18,8,40,2017,4.0,3218642.0,3218642.0,1565305.0,61824.0,2600208.0,618434.0,Service Group,social welfare and poor,1998.0
356,22926759458,The Mirabel Foundation Inc,Other health service delivery,16,12,88,2018,5.0,4109885.0,4109885.0,1714742.0,161156.0,2763851.0,1346034.0,Service Group,social welfare and poor,1998.0
357,22926759458,The Mirabel Foundation Inc,Other health service delivery,16,14,88,2019,4.0,3807038.0,3807038.0,1838588.0,157884.0,3194253.0,612785.0,Service Group,social welfare and poor,1998.0
358,23001578105,Skin & Cancer Foundation Australia,Other education,66,39,2,2013,,,,,,,,Service Group,disabled and health advocacy,1978.0
359,23001578105,Skin & Cancer Foundation Australia,Other education,100,8,6,2014,2.0,16661368.0,16661368.0,8805250.0,7771683.0,17279839.0,-618471.0,Service Group,disabled and health advocacy,1978.0
360,23001578105,Skin & Cancer Foundation Australia,Other education,80,12,6,2015,5.0,13706133.0,13706133.0,5558451.0,7206268.0,13382311.0,323822.0,Service Group,disabled and health advocacy,1978.0
361,23001578105,Skin & Cancer Foundation Australia,Other education,51,27,6,2016,10.0,18139898.0,18139898.0,5417052.0,8287914.0,14130566.0,4009332.0,Service Group,disabled and health advocacy,1978.0
362,23001578105,Skin & Cancer Foundation Australia,Other education,38,36,8,2017,15.0,16583471.0,16583471.0,5685407.0,9661721.0,15713042.0,870429.0,Service Group,disabled and health advocacy,1978.0
363,23001578105,Skin & Cancer Foundation Australia,Other education,50,27,2,2018,11.0,18955350.0,18955350.0,6452345.0,11035235.0,17764249.0,1191101.0,Service Group,disabled and health advocacy,1978.0
364,23001578105,Skin & Cancer Foundation Australia,Other education,48,33,1,2019,13.0,20678160.0,20678160.0,6895439.0,11681543.0,18779447.0,1898713.0,Service Group,disabled and health advocacy,1978.0
365,23056512958,MAA INTERNATIONAL LTD.,Emergency and relief,6,2,2,2013,,,,,,,,Service Group,social welfare and poor,1989.0
366,23056512958,MAA INTERNATIONAL LTD.,Emergency and relief,8,4,6,2014,0.0,5500491.0,5510872.0,479271.0,307847.0,5541111.0,-30239.0,Service Group,social welfare and poor,1989.0
367,23056512958,MAA INTERNATIONAL LTD.,Emergency and relief,10,12,6,2015,0.0,8602962.0,8660412.0,734442.0,7663574.0,8398016.0,262396.0,Service Group,social welfare and poor,1989.0
368,23056512958,MAA INTERNATIONAL LTD.,Emergency and relief,20,5,6,2016,0.0,19474029.0,19477971.0,1747875.0,1137962.0,19568423.0,-90452.0,Service Group,social welfare and poor,1989.0
369,23056512958,MAA INTERNATIONAL LTD.,Emergency and relief,20,6,14,2017,0.0,15029627.0,15029627.0,1489150.0,696091.0,14006914.0,1022713.0,Service Group,social welfare and poor,1989.0
370,23056512958,MAA INTERNATIONAL LTD.,Emergency and relief,23,3,30,2018,0.0,15247751.0,15247751.0,1886660.0,804878.0,13050674.0,2197077.0,Service Group,social welfare and poor,1989.0
371,23056512958,MAA INTERNATIONAL LTD.,Emergency and relief,25,7,50,2019,0.0,16150619.0,16150619.0,2202458.0,1618199.0,14620574.0,1530045.0,Service Group,social welfare and poor,1989.0
378,23627650121,Women With Disabilities Australia Inc,Civic and advocacy activities,1,0,25,2013,,,,,,,,Citizen group,disabled and health advocacy,1995.0
379,23627650121,Women With Disabilities Australia Inc,Civic and advocacy activities,1,0,76,2014,0.0,0.0,392381.0,108253.0,259809.0,386062.0,6319.0,Citizen group,disabled and health advocacy,1995.0
380,23627650121,Women With Disabilities Australia Inc,Civic and advocacy activities,1,0,50,2015,0.0,0.0,265396.0,133650.0,166050.0,299700.0,25304.0,Citizen group,disabled and health advocacy,1995.0
381,23627650121,Women With Disabilities Australia Inc,Advocacy and civic activities,1,3,10,2016,0.0,665083.0,668079.0,382630.0,255937.0,638567.0,29512.0,Citizen group,disabled and health advocacy,1995.0
382,23627650121,Women With Disabilities Australia Inc,Advocacy and civic activities,1,2,8,2017,0.0,555609.0,558724.0,322749.0,171352.0,494101.0,64623.0,Citizen group,disabled and health advocacy,1995.0
383,23627650121,Women With Disabilities Australia Inc,Civic and advocacy activities,2,1,100,2018,0.0,398490.0,400295.0,307797.0,93086.0,400883.0,-588.0,Citizen group,disabled and health advocacy,1995.0
384,23627650121,Women With Disabilities Australia Inc,Civic and advocacy activities,3,1,100,2019,0.0,748266.0,748266.0,444866.0,250614.0,695480.0,52786.0,Citizen group,disabled and health advocacy,1995.0
385,23638729775,UN Women National Committee Australia Ltd,Other activity,6,2,5,2013,,,,,,,,Citizen group,gender,1989.0
386,23638729775,UN Women National Committee Australia Ltd,Other activity,8,0,6,2014,1.0,1669737.0,1669737.0,406535.0,1255964.0,1662499.0,7238.0,Citizen group,gender,1989.0
387,23638729775,UN Women National Committee Australia Ltd,International activities,6,1,10,2015,0.0,2080419.0,2080419.0,349428.0,951063.0,2050491.0,29928.0,Citizen group,gender,1989.0
388,23638729775,UN Women National Committee Australia Ltd,"Economic, social and community development",4,3,150,2016,0.0,2228132.0,2322503.0,350462.0,1007614.0,2044863.0,277640.0,Citizen group,gender,1989.0
389,23638729775,UN Women National Committee Australia Ltd,"Economic, social and community development",4,4,100,2017,9.0,2521531.0,2540268.0,572364.0,876718.0,2137576.0,402692.0,Citizen group,gender,1989.0
390,23638729775,UN Women National Committee Australia Ltd,"Economic, social and community development",5,3,100,2018,0.0,3218244.0,3218244.0,1135340.0,1263918.0,3692931.0,-474687.0,Citizen group,gender,1989.0
391,23638729775,UN Women National Committee Australia Ltd,International activities,4,6,100,2019,0.0,2318386.0,2318386.0,570939.0,767830.0,2100334.0,218052.0,Citizen group,gender,1989.0
392,23684385668,The Girls Brigade Australia Incorporated,Religious activities,0,1,9,2013,,,,,,,,Leisure group,gender,1927.0
393,23684385668,The Girls Brigade Australia Incorporated,Religious activities,0,1,301,2014,0.0,0.0,132237.0,16602.0,76192.0,101640.0,30597.0,Leisure group,gender,1927.0
394,23684385668,The Girls Brigade Australia Incorporated,Religious activities,0,1,722,2015,0.0,0.0,123846.0,21134.0,120024.0,143149.0,-19303.0,Leisure group,gender,1927.0
395,23684385668,The Girls Brigade Australia Incorporated,Religious activities,0,2,680,2016,0.0,0.0,130403.0,35242.0,88549.0,123791.0,6612.0,Leisure group,gender,1927.0
396,23684385668,The Girls Brigade Australia Incorporated,Religious activities,0,2,653,2017,0.0,111748.0,124456.0,33337.0,101898.0,135730.0,-11274.0,Leisure group,gender,1927.0
397,23684385668,The Girls Brigade Australia Incorporated,Religious activities,0,2,720,2018,0.0,340514.0,340514.0,39917.0,306113.0,346030.0,-5516.0,Leisure group,gender,1927.0
398,23684385668,The Girls Brigade Australia Incorporated,Religious activities,0,3,700,2019,0.0,150178.0,150178.0,56510.0,108712.0,169597.0,-19419.0,Leisure group,gender,1927.0
405,24082751040,Group Training Australia Limited,,6,1,12,2013,,,,,,,,Professional group,occupational association,1992.0
406,24082751040,Group Training Australia Limited,,0,0,0,2014,0.0,0.0,7001497.0,1069463.0,467903.0,7096718.0,-95221.0,Professional group,occupational association,1992.0
407,24082751040,Group Training Australia Limited,,0,0,0,2015,0.0,1751660.0,1751660.0,1140930.0,899448.0,2040378.0,-288718.0,Professional group,occupational association,1992.0
408,24082751040,Group Training Australia Limited,Employment and training,5,1,0,2016,0.0,963860.0,963860.0,1021384.0,664673.0,1686057.0,-722197.0,Professional group,occupational association,1992.0
409,24082751040,Group Training Australia Limited,Higher education,2,0,9,2017,0.0,622446.0,622446.0,403368.0,402484.0,805852.0,-183406.0,Professional group,occupational association,1992.0
410,24082751040,Group Training Australia Limited,Employment and training,2,0,9,2018,0.0,572621.0,572621.0,329334.0,283703.0,613037.0,-40416.0,Professional group,occupational association,1992.0
411,24082751040,Group Training Australia Limited,Employment and training,2,0,0,2019,0.0,648756.0,648756.0,363030.0,316811.0,679841.0,-31085.0,Professional group,occupational association,1992.0
423,24898129866,Ovarian Cancer Research Foundation Inc.,Grant-making activities,4,2,0,2013,,,,,,,,Service Group,disabled and health advocacy,2000.0
424,24898129866,Ovarian Cancer Research Foundation Inc.,Grant-making activities,3,2,0,2014,1.0,15890348.0,16016887.0,771173.0,12962538.0,14661588.0,1355299.0,Service Group,disabled and health advocacy,2000.0
425,24898129866,Ovarian Cancer Research Foundation Inc.,Grant-making activities,6,1,0,2015,1.0,3111342.0,3227710.0,700444.0,667267.0,3014715.0,212995.0,Service Group,disabled and health advocacy,2000.0
426,24898129866,Ovarian Cancer Research Foundation Inc.,Grant-making activities,2,3,0,2016,1.0,3263711.0,3382590.0,610496.0,548578.0,2590252.0,792338.0,Service Group,disabled and health advocacy,2000.0
427,24898129866,Ovarian Cancer Research Foundation Inc.,Grant-making activities,4,0,1,2017,0.0,3076785.0,3081936.0,520501.0,674568.0,2752816.0,329120.0,Service Group,disabled and health advocacy,2000.0
428,24898129866,Ovarian Cancer Research Foundation Inc.,Grant-making activities,4,1,40,2018,0.0,3316289.0,3316289.0,659369.0,841079.0,2904643.0,411646.0,Service Group,disabled and health advocacy,2000.0
429,24898129866,Ovarian Cancer Research Foundation Inc.,Grant-making activities,5,1,12,2019,1.0,3531187.0,3531187.0,747183.0,912543.0,3134380.0,396807.0,Service Group,disabled and health advocacy,2000.0
430,25000245269,Grain Growers Limited,Other activity,50,10,0,2013,,,,,,,,Business association,business organization,1958.0
431,25000245269,Grain Growers Limited,Other activity,32,16,0,2014,4.0,8347000.0,17066000.0,5812000.0,6173000.0,11985000.0,5081000.0,Business association,business organization,1958.0
432,25000245269,Grain Growers Limited,Research,17,15,0,2015,4.0,9848000.0,11289000.0,5644000.0,6039000.0,11683000.0,-394000.0,Business association,business organization,1958.0
433,25000245269,Grain Growers Limited,Advocacy and civic activities,17,11,0,2016,1.0,6245000.0,6245000.0,4119000.0,4804000.0,8923000.0,-2678000.0,Business association,business organization,1958.0
434,25000245269,Grain Growers Limited,Advocacy and civic activities,24,12,0,2017,0.0,9194000.0,12831000.0,4374000.0,3548000.0,7922000.0,4909000.0,Business association,business organization,1958.0
435,25000245269,Grain Growers Limited,Civic and advocacy activities,23,9,0,2018,0.0,8541000.0,12517000.0,3985000.0,4111000.0,8096000.0,4421000.0,Business association,business organization,1958.0
436,25000245269,Grain Growers Limited,Civic and advocacy activities,20,3,0,2019,0.0,8384000.0,10863000.0,3269000.0,4512000.0,7781000.0,3082000.0,Business association,business organization,1958.0
444,26092744968,The Foundation For Young Australians,"Economic, social and community development",45,15,25,2013,,,,,,,,Citizen group,age,2000.0
445,26092744968,The Foundation For Young Australians,Other education,54,12,30,2014,12.0,7749687.0,12272353.0,5710151.0,4991535.0,11128515.0,1143839.0,Citizen group,age,2000.0
446,26092744968,The Foundation For Young Australians,Other education,45,14,25,2015,1.0,7689600.0,10918441.0,5826470.0,5002516.0,11057151.0,-138710.0,Citizen group,age,2000.0
447,26092744968,The Foundation For Young Australians,Other education,32,20,25,2016,33.0,6208163.0,10178462.0,5248682.0,4314896.0,9718484.0,459978.0,Citizen group,age,2000.0
448,26092744968,The Foundation For Young Australians,"Economic, social and community development",27,17,28,2017,67.0,7464173.0,10400356.0,4716718.0,3326628.0,8186796.0,2213560.0,Citizen group,age,2000.0
449,26092744968,The Foundation For Young Australians,"Economic, social and community development",32,13,21,2018,69.0,8810488.0,6045594.0,4769765.0,3684425.0,8611423.0,-2565829.0,Citizen group,age,2000.0
450,26092744968,The Foundation For Young Australians,"Economic, social and community development",32,18,25,2019,82.0,8903394.0,14197417.0,4921252.0,3560481.0,8597326.0,5600091.0,Citizen group,age,2000.0
451,26148815534,CHILDREN'S TUMOUR FOUNDATION OF AUSTRALIA,Other health service delivery,2,1,0,2013,,,,,,,,Service Group,disabled and health advocacy,1985.0
452,26148815534,CHILDREN'S TUMOUR FOUNDATION OF AUSTRALIA,Other health service delivery,3,1,76,2014,0.0,1105239.0,1105239.0,285971.0,425783.0,749664.0,355575.0,Service Group,disabled and health advocacy,1985.0
453,26148815534,CHILDREN'S TUMOUR FOUNDATION OF AUSTRALIA,Other health service delivery,3,0,44,2015,0.0,1143483.0,1172034.0,301073.0,822138.0,1302218.0,-130184.0,Service Group,disabled and health advocacy,1985.0
454,26148815534,CHILDREN'S TUMOUR FOUNDATION OF AUSTRALIA,Other health service delivery,3,1,150,2016,0.0,1375525.0,1398447.0,256507.0,746362.0,1216202.0,182245.0,Service Group,disabled and health advocacy,1985.0
455,26148815534,CHILDREN'S TUMOUR FOUNDATION OF AUSTRALIA,Other health service delivery,4,1,150,2017,0.0,1136470.0,1163335.0,342841.0,434042.0,1092547.0,70788.0,Service Group,disabled and health advocacy,1985.0
456,26148815534,CHILDREN'S TUMOUR FOUNDATION OF AUSTRALIA,Other health service delivery,4,2,150,2018,0.0,1775672.0,1812513.0,465216.0,822524.0,1679657.0,132856.0,Service Group,disabled and health advocacy,1985.0
457,26148815534,CHILDREN'S TUMOUR FOUNDATION OF AUSTRALIA,Other health service delivery,4,4,108,2019,0.0,1185537.0,1185537.0,338591.0,523561.0,1407401.0,-221864.0,Service Group,disabled and health advocacy,1985.0
461,26314427351,Auspeld,Other education,0,0,20,2013,,,,,,,,Citizen group,education,1968.0
462,26314427351,Auspeld,Other education,0,0,6,2014,0.0,0.0,64560.0,0.0,61813.0,61813.0,2747.0,Citizen group,education,1968.0
463,26314427351,Auspeld,Other education,0,0,10,2015,0.0,0.0,44060.0,0.0,28996.0,28996.0,15064.0,Citizen group,education,1968.0
464,26314427351,Auspeld,Other education,0,0,10,2016,0.0,0.0,49261.0,0.0,38248.0,38248.0,11013.0,Citizen group,education,1968.0
465,26314427351,Auspeld,Other education,0,0,10,2017,0.0,29711.0,29711.0,0.0,28348.0,28348.0,1363.0,Citizen group,education,1968.0
466,26314427351,Auspeld,Other education,0,0,10,2018,0.0,57852.0,57852.0,0.0,54790.0,54790.0,3062.0,Citizen group,education,1968.0
467,26314427351,Auspeld,Other education,0,0,50,2019,0.0,98908.0,98908.0,0.0,86432.0,86432.0,12476.0,Citizen group,education,1968.0
468,26497501316,Family Relationships Institute Inc,Other activity,3,7,0,2013,,,,,,,,Hybrid group,social welfare and poor,1978.0
469,26497501316,Family Relationships Institute Inc,Other education,3,0,0,2014,9.0,275887.0,391727.0,344933.0,70800.0,415733.0,-24006.0,Hybrid group,social welfare and poor,1978.0
470,26497501316,Family Relationships Institute Inc,Other education,3,0,0,2015,8.0,280182.0,404043.0,287205.0,134250.0,421455.0,-17411.0,Hybrid group,social welfare and poor,1978.0
471,26497501316,Family Relationships Institute Inc,Mental health and crisis intervention,2,0,0,2016,4.0,410148.0,410466.0,351697.0,84565.0,436262.0,-25796.0,Hybrid group,social welfare and poor,1978.0
472,26497501316,Family Relationships Institute Inc,Social services,2,0,0,2017,3.0,404200.0,404200.0,325832.0,85816.0,411648.0,-7448.0,Hybrid group,social welfare and poor,1978.0
473,26497501316,Family Relationships Institute Inc,Social services,2,4,3,2018,0.0,425777.0,425777.0,329200.0,91563.0,420763.0,5014.0,Hybrid group,social welfare and poor,1978.0
474,26497501316,Family Relationships Institute Inc,Social services,2,5,4,2019,2.0,448142.0,448142.0,358672.0,86730.0,445402.0,2740.0,Hybrid group,social welfare and poor,1978.0
475,26670446106,Australian Network For Art & Technology,Culture and arts,3,2,0,2013,,,,,,,,Leisure group,arts and cultural,1988.0
476,26670446106,Australian Network For Art & Technology,Culture and arts,3,3,6,2014,7.0,769840.0,926389.0,360768.0,412997.0,773765.0,152624.0,Leisure group,arts and cultural,1988.0
477,26670446106,Australian Network For Art & Technology,Culture and arts,3,1,0,2015,2.0,630479.0,753062.0,249569.0,389081.0,638650.0,114412.0,Leisure group,arts and cultural,1988.0
478,26670446106,Australian Network For Art & Technology,Culture and arts,3,1,0,2016,1.0,456167.0,518977.0,255322.0,248298.0,503620.0,15357.0,Leisure group,arts and cultural,1988.0
479,26670446106,Australian Network For Art & Technology,Culture and arts,3,1,0,2017,1.0,578498.0,681048.0,322431.0,305832.0,628263.0,52785.0,Leisure group,arts and cultural,1988.0
480,26670446106,Australian Network For Art & Technology,Culture and arts,3,2,6,2018,1.0,821515.0,821515.0,311512.0,503888.0,815400.0,6115.0,Leisure group,arts and cultural,1988.0
481,26670446106,Australian Network For Art & Technology,Culture and arts,1,2,25,2019,2.0,552790.0,901901.0,313736.0,518702.0,926498.0,-24597.0,Leisure group,arts and cultural,1988.0
482,26678648760,Australian Rainforest Conservation Society Inc,Environmental activities,0,2,500,2013,,,,,,,,Citizen group,public interest,1982.0
483,26678648760,Australian Rainforest Conservation Society Inc,Environmental activities,1,0,76,2014,0.0,516689.0,516689.0,160163.0,0.0,160163.0,356526.0,Citizen group,public interest,1982.0
484,26678648760,Australian Rainforest Conservation Society Inc,Environmental activities,0,1,180,2015,0.0,589055.0,987479.0,65373.0,273279.0,338652.0,648827.0,Citizen group,public interest,1982.0
485,26678648760,Australian Rainforest Conservation Society Inc,Environmental activities,0,1,70,2016,0.0,397539.0,426326.0,37395.0,124452.0,161847.0,264479.0,Citizen group,public interest,1982.0
486,26678648760,Australian Rainforest Conservation Society Inc,Environmental activities,0,1,50,2017,0.0,149664.0,176822.0,34009.0,112202.0,146211.0,30611.0,Citizen group,public interest,1982.0
