ABN,Name,Main activity,Charity size,Full time staff,Part time staff,Volunteers
83775942689,Spinifex State College Mount Isa Parents And Citizens Association,,Small,0,5,10
83776954731,Victoria University,Higher education,Large,2119,204,0
83779026527,Christian Immanuel Fellowship Incorporated,,Small,0,0,10
83779219642,Strathalbyn Congregation of Jehovah's Witnesses,Religious activities,Small,0,0,86
83780126485,Hingeley Rd Trust,Grant-making activities,Small,0,0,0
83786741432,Heathdale Christian College Building Fund,Primary and secondary education,Small,0,0,0
83786787963,Church Of Hope Care Inc,Religious activities,Small,0,0,10
83786843940,Child & Family Services Ballarat Inc,Social services,Large,41,129,140
83791622114,Loch Sport Community House Inc,Other recreation and social club activity,Small,0,2,33
83791724622,Queensland University Of Technology,Higher education,Large,3147,1330,0
83795594596,Metropolitan Community Church Of Melbourne Incorporated,Religious activities,Small,0,1,35
83796054347,Greenacre Area Community Centre Incorporated,,Medium,2,8,50
83796630641,Cohuna & District Historical Society Inc A0023886E,Culture and arts,Small,0,0,40
83805143292,Frankston Life Saving Club,Emergency and relief,Small,0,0,70
83806857899,The Disabled And Disadvantaged Childrens' Association Incorporated,International activities,Small,0,0,15
83809205453,St Josephs Church,Religious activities,Small,0,3,8
83810319872,Westmar State School P&C Association,Sports,Small,0,0,25
83810747450,Church Of St John The Evangelist,,Medium,2,8,100
83811778380,Catholic Diocese Of Port Pirie Inc Motor Mission Account,Religious activities,Small,0,0,0
83813490191,North Cyprus Turkish Association Of Victoria,"Economic, social and community development",Medium,0,0,12
83818428043,Scone And District Cancer Support Group Inc,Other health service delivery,Small,0,0,31
83819569856,Tomerong Public School Parents & Citizens Association,Primary and secondary education,Small,0,0,15
83819955465,Jesuit Fathers Of Toowong,Religious activities,Small,0,0,2
83820030098,South Gippsland Animal Aid Paws Galore Thrift Shop Incorporated,Animal protection,Small,0,0,45
83820057822,The Baptist Union Of Queensland Hosanna Church Brisbane,Religious activities,Medium,4,0,80
83831548941,Yangebup Baptist Church Inc.,Religious activities,Small,0,3,40
83832789030,Better Hearing Australia (Wagga) Inc,Other activity,Small,0,2,35
83837024255,Victorian Tertiary Admissions Centre,,Large,25,27,0
83840225477,South Pacific School Aid Inc,Primary and secondary education,Small,0,0,15
83841042703,Tweed Coast Church Incorporated,,Medium,1,3,0
83850956601,Six Mile Hill Urban/Rural Bush Fire Brigade,Emergency and relief,Small,0,0,25
83851280142,The Spiritual Assembly of the Baha'is of Adelaide Incorporated,Religious activities,Small,0,0,12
83854369389,Heathcote OOSH,Primary and secondary education,Medium,2,13,5
83854503774,Munruben Church of Christ,Income support and maintenance,Small,0,0,8
83855075148,Burwood Neighbourhood House Inc,Social services,Small,0,19,1675
83857370424,Chifley Pre School Parents Association Inc,Other education,Small,0,0,10
83857653481,Speak Out Association Of Tasmania Inc,Civic and advocacy activities,Medium,5,2,7
83857975224,Knox Parents Association,Other education,Small,0,0,100
83859220048,Good Shepherd College Parents Teachers And Friends Association,Primary and secondary education,Small,0,0,10
83867217432,Spiritgrow Centre Association Inc.,Other education,Large,5,4,50
83869177108,Church Of Christ Albany,Religious activities,Medium,1,1,40
83872472712,Pambula Beach Surf Life Saving Club Incorporated,Other activity,Small,0,0,392
83876246950,The Trustee For George Janko & Karen Inge Foundation,Grant-making activities,Small,0,0,3
83876902807,Walpole Volunteer Fire Brigade,Emergency and relief,Small,0,0,8
83878708551,Charles Sturt University,Higher education,Large,2181,0,0
83880159147,Gold Coast Sailing Club Limited,Sports,Small,0,0,20
83881273108,Diocese Of Wilcannia-Forbes Catholic Education Office,Primary and secondary education,Large,15,11,0
83883139472,Braidwood RSL sub-Branch (RSL NSW),,Small,0,0,8
83883546751,Uca - Caboolture Region,Religious activities,Small,2,0,100
83883783930,South Bollon Rural Fire Brigade,Other activity,Small,0,0,35453
83885870733,Power House Youth Leadership Foundation Ltd,"Economic, social and community development",Small,0,0,8
83886156927,Kingsway Christian Centre,Religious activities,Small,1,0,20
83887357989,Ileostomy Association Vic Inc,,Large,0,0,17
83892125083,St Jakobi Lutheran School,Primary and secondary education,Large,9,14,40
83897218142,Bundaberg Community Kindergarten Association Inc,Other education,Medium,2,3,0
83898035383,Westwood Rural Bush Fire Brigade,Emergency and relief,Small,0,0,10
83900252509,Animal Rescue Qld Inc.,,Medium,1,0,6
83901990898,Victory Worship Centre Inc.,Religious activities,Medium,0,0,25
83904152233,Rosebery Neighbourhood House Inc,,Small,0,2,12
83910312191,Bellevue Pre School Centre Inc,Kindergarten,Small,1,5,11
83910787466,High-Impact Ministries Inc.,,Small,1,0,0
83912355713,The Roman Catholic Archbishop Of Perth Yangebup Parish,Religious activities,Small,1,1,150
83914749916,The Trustee For John Murphy Charitable Trust,Grant-making activities,Small,0,0,0
83915549840,Bendigo Diocesan Trusts Corporation,Religious activities,Small,1,0,30
83916539886,Rise (Refugee Survivors & Ex-Detainees),,Small,0,4,30
83920368508,Auburn Congregation of Jehovah's Witnesses,Religious activities,Small,0,0,115
83921351319,Artery Co-Operative Ltd,Culture and arts,Medium,0,1,20
83922763397,Bellata War Memorial Hall Committee Incorporated,Other activity,Small,0,0,12
83923854770,Catholic Parish Of St Bernard Botany,Religious activities,Small,0,3,100
83924331725,The Diocese Of Wagga Wagga As Trustee For St Joseph's School Finley,Primary and secondary education,Small,4,5,0
83925677027,Poochera And Districts Historical Society Inc,,Small,0,0,8
83927598115,Tweed Heads Congregation of Jehovah's Witnesses,Religious activities,Small,0,0,156
83928404367,The Trustee For Geelong Advertiser Music Scholarship Trust,Culture and arts,Small,0,1,7
83931895154,The Trustee For The Calvin Seong-Guan Ang Memorial Foundation,Grant-making activities,Small,0,0,5
83932745044,The Trustee For Yuuru Charitable Trust,,Small,0,0,0
83935355139,St John The Baptist Anglican Church Sutherland,,Medium,2,3,0
83935473815,St Patrick's Catholic Church Wangaratta,Religious activities,Small,0,0,1
83938608029,Project Africa Inc,"Economic, social and community development",Small,0,0,9
83939315596,The Mark Allen Memorial Fund,"Economic, social and community development",Small,0,0,5
83941195450,The Trustee For Lilydale Gospel Trust,Religious activities,Small,0,0,12
83947285732,Yass Youth Association Incorporated,Social services,Small,0,4,9
83949518092,Albury And District Local Aboriginal Land Council,Other activity,Small,2,1,3
83950172232,Qcwa Branch Condamine Valley/Warwick,,Small,0,0,38
83950243706,Mackay Baptist Church,Religious activities,Medium,1,4,30
83951803728,Baptist Church Wendouree,Religious activities,Small,1,1,40
83953937501,Twin Towns Friends Association Inc,"Economic, social and community development",Small,0,0,50
83954092027,McKnight Family Foundation Pty Ltd,Other activity,Small,0,0,2
83954417884,Catholic Parish Of Our Lady Of The Rosary Taree,Religious activities,Medium,0,11,5
83962092186,Stawell Rsl Sub-Branch,Social services,Small,0,0,12
83962824518,Catholic Parish Of St Patrick Church Hill,Religious activities,Large,1,6,250
83964176052,Healthy Cities Illawarra Incorporated,Other health service delivery,Medium,2,11,14
83967756338,Brisbane Youth Service Inc,,Large,20,36,15
83968843326,Beaudesert Community Radio Incorporated,Culture and arts,Small,0,1,22
83971375364,Kendenup Community Development Inc,Other activity,Small,0,0,12
83971505439,Moriac Pre School Centre Inc,Other education,Small,0,4,15
83972184635,Western Australian State Emergency Service Mounted Section,Other activity,Small,0,0,25
83976723238,Geraldton Surf Life Saving Club,,Small,0,0,100
83977574073,S F I Overseas Aid Fund,Other activity,Large,0,0,0
83982089795,Wattle Hills Rural Fire Brigade,Other activity,Small,0,0,35453
83986300603,Clayfield College,Primary and secondary education,Large,122,43,10
83986646073,The Trustee For The Shahin Charity Trust,Religious activities,Medium,1,1,4
83988683040,Redmond Volunteer Bush Fire Brigade,Emergency and relief,Small,0,0,20
83988795511,Towers Players Inc,Culture and arts,Small,0,0,80
83989125067,Heartkids Queensland Incorporated,,Medium,1,4,2
83992567853,Mckinlay No1 Rural Fire Brigade,Other activity,Small,0,0,35453
83993496194,Brighton Le Sands RSL sub-Branch (RSL NSW),,Medium,0,0,8
83993778765,Riding For Disabled Association Maryborough Inc,Other activity,Small,0,0,35
83996508714,Yarra Glen RSL Sub-Branch Patriotic Fund,,SMALL,0,0,0
83998119561,Chinese Christian Church Brisbane Inc,Religious activities,Small,6,5,0
84000071741,Wolper Jewish Hospital,Hospital services and rehabilitation activities,Large,34,102,5
84000099356,The Manor Foundation Ltd,,Small,0,0,10
84000233741,The Sydney Film Festival,Culture and arts,Large,9,1,1
84001112143,The Colong Foundation For Wilderness Ltd,Environmental activities,Small,1,0,10
84001363766,Diabetes NSW,Other health service delivery,Large,88,30,28
84001550876,Mpgtc Pty Ltd,Higher education,Large,2,1,0
84001738370,St John Ambulance Australia (N.S.W.),Other health service delivery,Large,102,53,4133
84001797511,Access Industries For The Disabled Ltd,Employment and training,Large,390,178,0
84002325933,The Trustee For Amy Amelia Allen Estate,Other health service delivery,Small,0,0,0
84002485627,Impact Property Central Coast Ltd,Religious activities,Medium,0,0,20
84002705224,University Of Melbourne,Higher education,Large,5633,2037,0
84002785775,The Joseph Varga School,Primary and secondary education,Large,5,1,0
84002862213,Compass Housing Services Co Ltd,Housing activities,Large,82,15,3
84003061078,Yaraandoo Life Centre,Higher education,Small,0,7,7
84003366470,International Childrens Aid Limited,International activities,Small,0,0,6
84003512632,Vocol Engineering Pty. Limited,Religious activities,Small,0,0,0
84004418660,St.John Holdings,Other health service delivery,Small,0,3,0
84004789726,The Lost Dogs' Home,Animal protection,Large,112,148,303
84005101242,Olympic Adult Education,Employment and training,Large,2,28,48
84006053229,International Needs Australia,International activities,Large,4,5,4
84006451193,Townsville And District Life Education Committee Inc,Other education,Small,1,1,9
84006670665,J S Love Estate,Grant-making activities,Medium,0,0,0
84007325313,Continence Foundation Of Australia Limited,Civic and advocacy activities,Large,13,13,0
84008643258,Australian Relief & Mercy Services Limited,Emergency and relief,Large,0,0,81
84010124651,Aged And Disabled Persons Hostel And Welfare Association,"Economic, social and community development",Large,1,0,0
84010239471,Presbytery Of Widebay Sunshine Coast,Religious activities,Small,0,0,0
84010547994,Kings Christian Education Ltd.,Primary and secondary education,Large,146,107,0
84010639460,Lourdes Hill College,,Large,107,27,30
84010903347,Shar Pei Rescue Inc.,Animal protection,Small,1,0,0
84012915155,Bodhi Temple In Western Australia Inc,Religious activities,Small,0,0,15
84014985245,Presbyterian Church Of Australia In The State Of NSW Parish Of Toukley,,Small,1,0,65
84018608008,Help A Friend Club Toowoomba Inc,Other activity,Large,1,15,3
84020368451,Lancaster Dorothy Elizabeth Estate,Grant-making activities,Small,0,0,0
84020507549,Downer Preschool Parent Associationincorporated,Other education,Small,0,0,48
84021770011,Self Help Organisations United Together Inc,Other activity,Medium,0,3,7
84023581651,Dance Exchange Inc,Culture and arts,Small,0,8,8
84023606313,Ningana Enterprises Limited,Other activity,Large,32,46,7
84025351409,A Cappella Go,Aged care activities,Small,0,0,0
84028469650,Wilderness Society Wa Inc,,Medium,3,3,20
84029550584,The Trustee For Cr Buchanan Trust,,Small,0,0,0
84030324717,Whittlesea Agricultural Society Incorporated,Other recreation and social club activity,Medium,0,1,350
84031397616,Islamic Society Of Illawarra,Religious activities,Small,0,1,20
84033101964,Mary Help Of Christians Parish Sawtell - Mhoc Primary School,Religious activities,Large,50,0,40
84033597425,Clarence Plains Historical Society,Culture and arts,Small,0,0,10
84034499117,Christadelphian Care Group - Sa,Religious activities,Small,0,0,30
84035012317,The Palmer Lutheran Church,Religious activities,Small,0,0,10
84036422856,Larnook Parents And Citizens Association,Primary and secondary education,Small,0,0,4
84038853526,Australian Haemophilia Centre Directors Organisation,,Medium,0,2,37
84039212513,Frankston Baptist Church Incorporated,Religious activities,Small,0,2,25
84042005371,Work Injured Resource Connection Inc.,,Small,0,0,10
84042249591,Brungle/Tumut Local Aboriginal Land Council,Housing activities,Medium,2,3,5
84042491182,The Corporation Of The Synod Of The Diocese Of Brisbane,Religious activities,Small,0,1,15
84043519185,Sacred Heart Catholic School Colac,Primary and secondary education,Large,18,16,0
84043912101,Computer Pals for Seniors Northern Beaches inc,Other education,Small,0,0,40
84044764085,INDIAN SIKH SOCIETY RENMARK INC,Religious activities,Small,0,1,0
84045393455,Condobolin No 2 Gospel Trust,Religious activities,Small,0,0,6
84046509554,Leichhardt Congregational Church,Religious activities,Small,0,0,15
84050092422,Karratha Volunteer Fire Brigade,Emergency and relief,Small,0,0,35
84050767805,The Crossing Point Inc,Religious activities,Small,0,1,15
84051628419,Bexley Baptist Church,Religious activities,Small,0,2,0
84056901368,Bay & Basin Cancer Support Group,Other health service delivery,Small,0,0,30
84057054782,The Trustee For Une Parkinson Foundation,Grant-making activities,Medium,0,0,5
84058142661,Church Of Christ Kurri Kurri,,Small,0,0,8
84062057849,Alcock Family Foundation,Grant-making activities,Medium,0,0,15
84063954567,General Practice Gold Coast Limited,Other health service delivery,Small,26,16,6
84064166744,The Trustee For The 460 Bomber Squadron Scholarship Trust,Other activity,Small,0,0,2
84064322658,National Heritage Foundation Ltd,Research,Small,0,3,7
84069252713,Southern Sydney Youth Refuge Association Incorporated ,Housing activities,Medium,3,4,5
84069453960,Darling Downs Chrysalis Community,Religious activities,Small,0,0,100
84070722404,Samaritan's Purse - Australia Limited,,Large,11,1,100
84072911553,Burwood And District Historical Society Incorporated,Other activity,Small,0,0,15
84072912719,Impact Ministries Ltd,Religious activities,Medium,2,1,40
84074848592,Gsp Workforce,Employment and training,Medium,2,63,0
84074994970,St Michaels College Parents And Friends Association Incorp,Primary and secondary education,Small,0,0,0
84075041324,RFBI Concord Community Village,Aged care activities,Large,4,42,14
84076854638,QMI Solutions Limited,"Economic, social and community development",Large,59,5,0
84077990787,Manning & Great Lakes Early Intervention Inc,,Large,6,7,6
84081031263,Lifeline Australia,Mental health and crisis intervention,Large,36,9,0
84082081098,Revival Ministries Australia Ltd,Religious activities,Medium,5,0,8
84084131289,Hills Bible Church,Religious activities,Small,1,0,20
84092113596,Isis Community Pre-School & Kindergarten Association Inc,Other education,Small,2,2,8
84092419960,Community Potential Foundation Limited,Employment and training,Large,94,46,0
84095702728,Glen Innes Local Aboriginal Land Council,Environmental activities,Medium,1,7,2
84095947596,Ballarat Foundation Charitable Fund Limited,Grant-making activities,Small,2,8,2
84099220396,Kohn Charitable Trust,Other activity,Small,0,0,0
84100869421,Onecare Limited,Aged care activities,Large,33,447,112
84101720547,Friends Of Clements Gap Conservation Park,,Small,0,0,10
84102618637,The Royal Australian And New Zealand College Of Ophthalmologists Eye Foundation Limited,Grant-making activities,Large,0,3,0
84103504135,The Beechworth Theatre Company Inc.,Culture and arts,Small,0,0,30
84103920275,Anglican Parish Of Onkaparinga Valley,Religious activities,Medium,1,1,50
84103984756,Sculpture By The Sea Incorporated,Culture and arts,Large,9,5,2
84105647319,University Of Queensland Cricket Club Foundation Club Trust,,Small,0,0,3
84105750594,Bribie Island State School P&C Assoc,Primary and secondary education,Small,0,0,7
84106575897,Baptist Reformed Church Warners Bay,Religious activities,Small,0,0,1
84106876019,Australian Medical Procedures Research Foundation Limited,Hospital services and rehabilitation activities,Large,27,55,20
84107210015,KYEEMA Foundation Ltd,International activities,Medium,6,3,10
84110851413,Melbourne Beth Din Nominees Limited,Religious activities,Small,1,12,0
84111113458,Radd Australia Limited,Other activity,Small,0,1,6
84113083837,Master Builders Group Training Pty Limited,Employment and training,Large,68,0,0
84114483091,The Church Of Jesus Christ Of Latter-Day Saints Australia,Religious activities,Large,81,24,438
84117222063,Sydney Institute Of Marine Science,Research,Large,14,2,24
84118137406,The Trustee For Hurley Family Foundation,Grant-making activities,Small,0,0,5
84118325164,THE TRUSTEE FOR WILLIAM FREDERICK FLETCHER ESTATE,Grant-making activities,Small,0,0,0
84119802372,Shaolin Temple Foundation (Australia) Ltd,,Small,0,0,10
84120520485,Blayney High School Parents And Citizens Association,Primary and secondary education,Small,0,4,10
84120864352,Milperra P&C Association,Primary and secondary education,Small,0,0,20
84121966756,Varsity Lakes Community Limited,Other recreation and social club activity,Small,1,0,0
84123927815,Cooperating Churches Committee Of West Adelaide,Religious activities,Small,0,0,50
84124043785,Voice Inc.,International activities,Small,9,0,0
84124186324,Robina Scott Kindergarten Inc,Other education,Medium,3,7,10
84128859635,The Trustee For The Richard Southan Memorial Trust,Grant-making activities,Small,0,0,1
84129461249,Ladder Project Limited,Other activity,Large,5,1,0
84129652712,Humanities 21 INC,,Small,0,2,1
84129707937,Wintringham Housing Limited,Housing activities,Large,2,10,5
84129803037,Hervey Bay Community Kindergarten & Pre-School Inc,Other education,Medium,1,5,0
84129849261,Music Industry Community Services Limited,Primary and secondary education,Large,2,9,6
84131668936,Australian Indigenous Doctors' Association Ltd,Other activity,Large,12,2,20
84134042410,The Trustee For Andrew Longhurst Trust,Other health service delivery,Small,0,0,4
84134742886,The Jonathan Foundation,,Small,0,0,7
84135145818,Acts Church Ltd.,Religious activities,Small,0,0,4
84135293622,Elkhuwei Charitable Association For Community Development Ltd.,,Small,1,1,18
84135324391,Australian Mitochondrial Disease Foundation Limited,Other activity,Large,2,0,20
84136423269,Al Zahra Muslim Women's Association Inc.,"Economic, social and community development",Small,1,0,17
84138081642,Harvest Church Queensland Ltd,,Small,0,0,0
84138994884,Logan Village Rural Fire Brigade,Other activity,Small,0,0,35453
84139073082,The Wheen Bee Foundation Limited,,Small,1,0,7
84139187367,Uncle Jimmy Thumbs Up Limited,,Small,2,15,10
84140178915,South Charleville Rural Fire Brigade,Other activity,Small,0,0,35453
84140233790,Victorian Comprehensive Cancer Centre Ltd,Other health service delivery,Large,6,7,0
84140271487,Dandenong Casey Super Clinic Limited,Other health service delivery,Medium,1,5,0
84142550612,Uca - Wongan-Goomalling Parish,Religious activities,Small,0,0,10
84142551648,Global School Partners Ltd,Other education,Small,0,0,7
84144866277,Australian Men's Shed Association,Other health service delivery,Large,4,0,100000
84145412423,The Trustee For Lionel R V Spencer Charitable Trust Fund,Grant-making activities,Large,0,0,0
84146810639,Anywhere Theatre Festival Limited,Culture and arts,Medium,0,2,10
84146983272,The Trustee For The Sa Education Trust,,,0,0,0
84149507577,Australian Legal Sector Alliance Limited,Environmental activities,Small,1,0,0
84150586503,Bungendore Pre School Association Inc,Other education,Medium,0,13,0
84151718947,Birdsville Rural Fire Brigade,Other activity,Small,0,0,35453
84152713098,National Stem Cell Foundation Of Australia,Grant-making activities,Medium,0,2,0
84153138122,Ellen Stirling Primary P&C Association,Other education,Small,0,2,20
84154782314,Coober Pedy Community Auxiliary Incorporated,,Small,0,0,6
84156512431,Cure Blindness Australia Inc,Other health service delivery,Small,0,2,9
84156843116,Burnley Street Congregational Christian Church,,Small,0,0,20
84156957045,Silso Rural Fire Brigade,Other activity,Small,0,0,35453
84158364198,Whitford Catholic Primary School Parents And Friends Association,,Small,0,0,5
84160471327,South Coast & Hinterland Spiritualist Church,Religious activities,Small,0,0,3
84160582696,Open Food Web Foundation Limited,,Small,0,0,10
84162120363,Building Brighter Futures Limited t/a Building Brighter Futures Foundation,"Economic, social and community development",Small,0,0,5
84162575842,Barrabool Hills Baptist Community Church,Religious activities,Small,8,20,300
84163246754,Gateway Ministry Resources Inc.,,Small,0,0,1
84163772423,Newport Kinghorn Surf Life Saving Academy Ltd,Other activity,Medium,0,0,5
84166144092,Adult Better Hearing WA Services Inc,Other activity,Small,0,0,10
84166275323,Reach Out Seymour Inc.,Religious activities,Small,0,0,20
84166338567,Legion of the Bouncy Castle Inc.,Other activity,Small,0,0,7
84167237603,Shree Swaminarayan Gurukul Parivar Australia Limited,,Small,0,0,3
84168589417,Outlook (Vic) Limited,"Economic, social and community development",Large,39,138,60
84169755736,Parish Of Southern Midlands - St Michael's Gift Shop-Bothwell,Religious activities,Small,0,0,0
84172544145,Commonwealth Day Council (NSW) Incorporated,"Economic, social and community development",Small,0,0,15
84173360350,St. Mary's Jacobite Syrian Orthodox Church Inc.,Religious activities,Small,0,0,54
84176403066,Gulgong Amateur Musical And Dramatic Society Incorporated,Culture and arts,Small,0,1,85
84180700122,Many Hands Foundation,,Small,0,0,0
84181616145,Bargumar Aboriginal and Torres Strait Islanders Corporation,,Medium,9,1,0
84181629472,The Lamrock St George Hospital Fund,Hospital services and rehabilitation activities,Small,0,0,13
84182869026,Camden Historical Society Incorporated,Culture and arts,Small,0,0,56
84183094762,North Morven Rural Fire Brigade,Other activity,Small,0,0,35453
84183537201,UCA - Queanbeyan Uniting Church,Religious activities,Small,2,2,100
84183567796,Belconnen Baptist Church Inc,Religious activities,Large,5,8,378
84185442498,Woomera-Roxby Downs Catholic Parish,Religious activities,Small,0,0,1
84185786365,Tatura And District Historical Society Inc,Culture and arts,Small,0,0,23
84190657101,Bulahdelah RSL sub-Branch (RSL NSW),,Small,0,0,8
84191026115,Mt.Chalmers Community History Centre Association,Other recreation and social club activity,Small,0,0,16
84193768898,Mildura West Congregation of Jehovah's Witnesses,Religious activities,Small,0,0,81
84194358859,The Trustee For The John Alfred Swan Trust,,Small,0,0,2
84194825242,Second Chance Programme Fund Raising Group Incorporated,Emergency and relief,Small,0,0,9
84196290532,Sisters Servants Of Mary Immaculate,Religious activities,Small,0,0,5
84197085255,Sustainable Living Tasmania Inc,Housing activities,Medium,1,5,20
84197155757,Surf Life Saving Queensland Wide Bay Capricorn Branch Inc,Other activity,Small,0,0,1534
84203201964,Wagner Society In NSW Inc,Culture and arts,Small,0,0,10
84205917829,Mount Ommaney Special P & C Association,Primary and secondary education,Small,0,0,50
84207648972,Lawnton Kindergarten Preschool Assc Inc,Other education,Medium,1,9,12
84208854350,Yokine Baptist Church,,Small,1,2,65
84211499831,New Hope Community Care,Social services,Small,0,0,10
84214690858,The Trustee For The Whitsunday Anglican School Foundation Building Fund,Other activity,Small,0,0,15
84215296657,World Harvest Christian Centre Inc,Religious activities,Medium,2,2,4
84216099254,San Sisto Parents and Friends Association,Other education,Small,0,0,10
84217160360,Apostolic Faith Mission Alice Springs Church,Religious activities,Small,0,0,0
84218867564,Ivanhoe Grammar School - Ladies Association,,Small,0,0,100
84221131557,Jesuit Seminary Association,Religious activities,Small,0,0,1
84221715977,Southern Peninsula Community Support Inc.,Emergency and relief,Medium,0,4,80
84225492144,Flagstone State School P&C Assn,,Small,0,9,9
84230808357,St Cecilia's Catholic Church South Camberwell,Religious activities,Small,0,2,28
84233971672,Cooktown Creative Arts Association Incorporated,,Small,0,0,12
84238300000,Australian Women's Health Network,Other health service delivery,Small,1,0,15
84244627951,Nepean Youth Accomodation Service Incorporated,,Medium,22,21,3
84246458146,Brisbane Baroque Players,Culture and arts,Small,0,0,12
84246458146,Brisbane Baroque Players,Culture and arts,Small,0,0,12
84247370692,Streetwork Incorporated,Social services,Large,3,3,80
84248789088,The Association Of Eisteddfod Societies Of Australia Inc,Other activity,Small,0,0,10
84250151244,Mulleraterong Centre Inc,,Large,7,10,12
84250392872,Fitzgerald Primary P&C Association,Primary and secondary education,Small,0,2,20
84253342007,Kawana Waters Surf Life Saving Club Inc,Sports,Medium,0,1,150
84253359800,Lane Cove West P & C Association,Primary and secondary education,Small,0,0,0
84257417559,The Gwen Booker Centre For Visually Impaired (Illawarra) Incorporated,Other recreation and social club activity,Small,0,0,20
84260496887,The Trustee For The Needham Hawker Memorial Fund,Grant-making activities,Small,0,0,0
84263220330,THYROID WA SUPPORT GROUP INC.,Other health service delivery,Small,0,0,6
84264807044,The Trustee For The Blackwood 8 Benevolent Foundation,Other activity,Small,0,2,11
84265864105,Fern Bay P&C Association,,Small,0,0,4
84276291898,The Glenleighden School Parents Staff And Friends Association,Primary and secondary education,Small,0,0,7
84281065547,St John Vianney Primary School Parkdale,Primary and secondary education,Large,10,14,80
84286589661,Virginia Banyo Presbyterian Church,Religious activities,Small,0,0,0
84286850843,Uca - Kuitpo Linked Churches,Religious activities,Small,0,0,4
84286902203,Uca Maranoa Congregation,Religious activities,Small,1,0,50
84286953178,Albury Wodonga Aboriginal Health Service LTD,,Large,34,5,0
84287328020,Mount Stuart Primary School Parents & Friends Association Incorporated,Other education,Small,0,0,10
84288358415,Adelaide Institute For Sleep Health Incorporated,Other health service delivery,Small,19,16,0
84290032479,ACPT - Eastwood Trust,Religious activities,Small,0,0,11
84292148464,Lady Denman Heritage Complex Huskisson Inc,Culture and arts,Medium,1,2,100
84292913795,Antiochian Community Support Association Incorporated,Aged care activities,Small,0,1,10
84293646359,Harvest Christian Centre Church Sunshine Coast Inc,,Small,2,2,2
84294235267,Marmor Primary P&C Association,Income support and maintenance,Small,0,0,10
84295804135,The Christina Fitzsimons Trust,Animal protection,Small,0,0,2
84299556659,Sydney Onnuri Church Incorporated,Religious activities,Medium,4,7,80
84299880930,Linden New Art Inc,Culture and arts,Medium,3,4,0
84300136478,Bairnsdale Local Gospel Trust,Religious activities,Small,0,0,6
84300577626,The Townsville Toy Library Association Inc,Other education,Small,0,0,15
84304718681,The Parish Of St Andrew The First Called Uaoc In Brisbane Kyiv Patriarchate Incorporated,Religious activities,Small,1,0,4
84305527952,Alice Springs Art Foundation Incorporated,Culture and arts,Small,0,1,10
84305785543,The Rock Community Church Inc,,Medium,1,0,25
84308043413,Uniting Care lifeAssist,Social services,Large,71,51,6
84309124147,Castlemaine Art Gallery & Historical Museum,Culture and arts,Small,1,9,5
84309684926,MELBOURNE NAVAL COMMITTEE PATRIOTIC FUND B3315,,Small,0,0,10
84309749677,St Peters Lutheran Colleges Building Fund,Primary and secondary education,Small,0,0,8
84309800184,Red Cliffs And Community Aged Care Services Inc,Aged care activities,Large,2,90,10
84311281102,Lansdowne P&C Assoc,Primary and secondary education,Small,0,0,20
84312580287,The Trustee For The Vera Sonia Fenwick Deceased Estate,Primary and secondary education,Small,0,0,0
84325837304,Haileybury Rendall School,Other education,Large,106,77,0
84327268250,The Trustee For Abraham Rabinovitch Trust,Grant-making activities,Medium,0,0,0
84329781011,Mirrilingki Spirituality Centre Incorporated,Religious activities,Small,0,0,0
84331049939,Mt Araplies Fire Spotting Tower Committee Of Management,Emergency and relief,Small,0,1,0
84331942457,The Deli Women & Childrens Centre Inc,Mental health and crisis intervention,Medium,0,14,11
84332675923,The Trustee For The Geoffrey Kruger Trust,"Economic, social and community development",Large,0,0,3
84332856521,Queensland Literary Awards Inc,Culture and arts,Small,0,1,10
84335251923,Qcwa Branch Mt Perry,,Small,0,0,3
84337135173,Citywide Christian Assembly Inc,Religious activities,Medium,1,0,82
84337600130,Ballina Care,Emergency and relief,Small,0,0,15
84337600130,Ballina Care,Emergency and relief,Small,0,0,15
84338946560,Cowra Christian Education Association Incorporated,Religious activities,Small,0,0,8
84340405008,The Melville Spiritualist Centre Inc.,,Small,0,0,10
84344286689,Berinba Parents & Citizens Association Inc,Other education,Small,0,1,15
84345413535,United Pentecostal Church Of SA Inc,Religious activities,Small,0,0,10
84347352394,The Trustee For The Fh Bateman Estate,Grant-making activities,Small,0,0,0
84348350606,Condell Park Bible Church,Religious activities,Large,7,23,15
84348578707,Combined Bush Fire Brigade Olive Hill Roelands And BruNSWick ,Emergency and relief,small,0,0,22
84349690643,ThinkKind,,Small,0,0,4
84349844688,Combined Churches Opportunity Shop,Religious activities,Small,0,0,28
84351191783,Murray High School P&C Association,operation of school canteen,small,1,2,10
84351957935,Centred Midwifery Group Practice Inc,Other health service delivery,Small,0,0,4
84352301926,Don Road Property Inc,Religious activities,Medium,0,0,0
84355470506,Illabo Show Society Inc,"Economic, social and community development",Small,0,0,100
84358631510,Brisbane Buddhist Vihara (Temple) Inc.,Religious activities,Small,0,0,50
84359942084,Chinese Gambling Concern Incorporated,Other activity,Small,0,1,10
84361485080,Milpara Community House Inc,Other activity,Small,1,7,22
84362511857,Mosquito And Arbovirus Research Committee Inc,Research,Small,0,0,4
84362897789,The Trustee For Donald Vivian Ward Charitable Trust,Grant-making activities,Small,0,0,0
84364508081,Estate Of Late Hilton Middleton White,Grant-making activities,Medium,0,3,0
